farmID,groveID,groveName,zoneID,area,plantedArea,geometry,updatedAt,commodity,siteID,irrigation,originalPlantYear,rootStock,spacing,spacing_row_m,spacing_tree_m,spacing_row_ft,spacing_tree_ft,variety,subCommodity,commodityCombinations,regionName
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDdem,6,-MzU6oKUsHVqcPFEQSNI,68.43853077719702,67.36094702589607,"POLYGON((-119.654405435077 36.4751493624079, -119.645301071115 36.4753375689731, -119.645228813603 36.4782716221049, -119.646205572348 36.4782661757692, -119.646252189094 36.4783191150208, -119.652133279866 36.4782862179063, -119.652178140026 36.4783385860442, -119.654280923903 36.4783262870732, -119.654405435077 36.4751493624079))",2022-08-01 20:03:29+00:00,Almonds,6,,2008,Nemaguard,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Butte,Almonds,30bc02207ecffe6b2e40b63585e07d08c92f47b79c0ca40c8023e4e2fdc5849a,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDden,7,-MzU6oKUsHVqcPFEQSNI,17.901313880859984,17.529580990087165,"POLYGON((-119.65441070067 36.474353800999, -119.645402887297 36.4745481832372, -119.645342129432 36.4745493921311, -119.645317869991 36.4753371608601, -119.654386332635 36.4751704795762, -119.65441070067 36.474353800999))",2022-08-01 20:03:29+00:00,Almonds,7,,2008,Hansen,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDdeo,8,-MzU6oKUsHVqcPFEQSNI,39.189817712757915,31.86575375292364,"POLYGON((-119.65892869759 36.4706819453638, -119.658927628434 36.471109678344, -119.658918024306 36.4742223033372, -119.663430153306 36.4742568258375, -119.663380920037 36.4706951861516, -119.65892869759 36.4706819453638))",2022-08-01 20:03:29+00:00,Almonds,8,,2008,Nemaguard,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Butte,Almonds,30bc02207ecffe6b2e40b63585e07d08c92f47b79c0ca40c8023e4e2fdc5849a,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDdep,9,-MzU6oKUsHVqcPFEQSNI,39.662977011912496,34.886335399804096,"POLYGON((-119.658957222598 36.4707170354897, -119.658961295905 36.470681894486, -119.654444728276 36.4706889830989, -119.654435252672 36.4742660388968, -119.658938766241 36.4742509193431, -119.658957222598 36.4707170354897))",2022-08-01 20:03:29+00:00,Almonds,9,,2008,Nemaguard,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Nonpareil,Almonds,13a8cae1b2e5a4a28a338b91b92bfb6755e7bc99b3c75400f9aa3c978c3a7260,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDder,11,-MzU6oKUsHVqcPFEQSNI,40.833955647136754,31.76752397243045,"POLYGON((-119.658937730694 36.4670146270876, -119.654436608668 36.4670203506319, -119.654448313384 36.4707044231834, -119.658957951812 36.4706915893379, -119.658937730694 36.4670146270876))",2022-08-01 20:03:29+00:00,Almonds,11,,2008,Nemaguard,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Nonpareil,Almonds,13a8cae1b2e5a4a28a338b91b92bfb6755e7bc99b3c75400f9aa3c978c3a7260,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDdes,12,-MzU6oKUsHVqcPFEQSNI,78.557838412298,72.2594863831411,"POLYGON((-119.663405390702 36.4599349038219, -119.663362537512 36.4599031776198, -119.663345232046 36.4597770035576, -119.658935212796 36.4597771793255, -119.658931535558 36.4670271501154, -119.662558684468 36.4670106296994, -119.66254081977 36.4664065634163, -119.663406495548 36.4665022096867, -119.663405390702 36.4599349038219))",2022-08-01 20:03:29+00:00,Almonds,12,,2008,Nemaguard,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Butte,Almonds,30bc02207ecffe6b2e40b63585e07d08c92f47b79c0ca40c8023e4e2fdc5849a,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDdet,13,-MzU6oKUsHVqcPFEQSNI,79.25944469862658,69.19737599185014,"POLYGON((-119.658941381184 36.459809864955, -119.654452340387 36.4598232954348, -119.654476983039 36.466789522281, -119.654554560185 36.4667906769457, -119.654560462321 36.4668786906063, -119.654624223502 36.4668879939579, -119.654618524533 36.4670171544193, -119.658933030758 36.4670212999537, -119.658941381184 36.459809864955))",2022-08-01 20:03:29+00:00,Almonds,13,,2008,Nemaguard,"{'ft': {'row': 23, 'tree': 18}, 'm': {'row': 7.010399775667207, 'tree': 5.486399824435206}}",7.010399775667207,5.486399824435206,23.0,18.0,Nonpareil,Almonds,13a8cae1b2e5a4a28a338b91b92bfb6755e7bc99b3c75400f9aa3c978c3a7260,California
-MvmfkvQDwnWlUW5xp8-,-MvnXpC7sqBxfAl5AHoo,1,-Mvmg77uj7mw7TBVgaDr,143.73458639810778,121.12653363197826,"POLYGON((-120.225454705811 36.5732457869263, -120.225507785109 36.5666983244745, -120.221995893 36.5667948336946, -120.216538335145 36.5669082415797, -120.21651843045 36.5732529432587, -120.216814629977 36.573244863783, -120.216824480133 36.5733242049716, -120.21688067118 36.5733239487012, -120.216891485076 36.573439110199, -120.225454705811 36.5732457869263))",2022-08-01 20:03:29+00:00,Almonds,1,,2019,NA,"{'ft': {'row': 21, 'tree': 13}, 'm': {'row': 6.4007997951744064, 'tree': 3.962399873203204}}",6.4007997951744064,3.962399873203204,21.0,13.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MvnGEvAwrAF2UsmnVNh,-MvnXV2pR29gKfAWoyij,Conventional,-MvnGqswidSFUHe4i6q8,334.4815486574777,134.69135026647763,"POLYGON((-118.993575554088 35.0827175969739, -118.9976978327 35.0826986491879, -119.002478139864 35.0827336203637, -119.002475669937 35.0799490271237, -119.002484617041 35.0763620355828, -118.995143681494 35.0763431668339, -118.995148571456 35.0765128489079, -118.995047589978 35.0765163061628, -118.995048260336 35.0763434593621, -118.994766142345 35.076343171871, -118.99474636426 35.0770566786297, -118.993639560618 35.0770884754593, -118.993575554088 35.0827175969739))",2022-08-01 20:03:29+00:00,Almonds,Conventional,,2006,NA,"{'ft': {'row': 21, 'tree': 16}, 'm': {'row': 6.4007997951744064, 'tree': 4.876799843942405}}",6.4007997951744064,4.876799843942405,21.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwLgp4Dm3zRQSrdHxW-,-MznagdSHy9iCz8xteQI,Spycher_1,-MznaeuJJiZrmipG6Xss,76.2293743598133,75.50415758954811,"POLYGON((-119.17909422162 35.8703594758879, -119.17469434714 35.8703582481597, -119.17475952579 35.8773564563895, -119.179132844218 35.877368583196, -119.17909422162 35.8703594758879))",2022-08-01 20:03:29+00:00,Almonds,Spycher_1,,2013,NA,"{'ft': {'row': 21, 'tree': 16}, 'm': {'row': 6.4007997951744064, 'tree': 4.876799843942405}}",6.4007997951744064,4.876799843942405,21.0,16.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwLgp4Dm3zRQSrdHxW-,-MznagdSHy9iCz8xteQJ,Spycher_2,-MznaeuJJiZrmipG6Xss,36.531438080302514,36.00501444418396,"POLYGON((-119.174634846434 35.8703554940643, -119.170396032133 35.8703616479577, -119.17041680096 35.8738133960824, -119.174691092699 35.8738213446372, -119.174634846434 35.8703554940643))",2022-08-01 20:03:29+00:00,Almonds,Spycher 2,,2017,NA,"{'ft': {'row': 21, 'tree': 16}, 'm': {'row': 6.4007997951744064, 'tree': 4.876799843942405}}",6.4007997951744064,4.876799843942405,21.0,16.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MwLgp4Dm3zRQSrdHxW-,-MznaoKQv1Tj00PEdrgO,Tipton_Almonds,-MznamAfpZ40I_ogm8e6,77.03302667067994,62.28390741381505,"POLYGON((-119.402436031829 36.061924373198, -119.393517295446 36.0619532093819, -119.393523060253 36.06551346131, -119.401549302655 36.065495011452, -119.401537626936 36.0647158544865, -119.402458793283 36.0647232038767, -119.402436031829 36.061924373198))",2022-08-01 20:03:29+00:00,Almonds,Tipton_Almonds,,2014,NA,"{'ft': {'row': 21, 'tree': 17}, 'm': {'row': 6.4007997951744064, 'tree': 5.181599834188805}}",6.4007997951744064,5.181599834188805,21.0,17.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwLgp4Dm3zRQSrdHxW-,-MznaORGeA1Ra5Q-iF2p,Caric_Almonds,-MznaLhVN99683TpTTpG,115.23333070778642,89.0013283851799,"POLYGON((-119.241287059399 35.7947991358081, -119.239884670171 35.7947948067937, -119.239897925284 35.7940418140421, -119.236864691074 35.7940577400708, -119.236944326599 35.8048899115183, -119.241287648502 35.8048576662076, -119.241287059399 35.7947991358081))",2022-08-01 20:03:29+00:00,Almonds,Caric_Almonds,,2016,NA,"{'ft': {'row': 21, 'tree': 18}, 'm': {'row': 6.4007997951744064, 'tree': 5.486399824435206}}",6.4007997951744064,5.486399824435206,21.0,18.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwLgp4Dm3zRQSrdHxW-,-Mznb0DLeTauYKZaTirL,Home_Ranch_2,-Mzn_rJneRskbNic6z-x,385.48405430383065,149.64965536497454,"POLYGON((-119.223022642255 35.783137575306, -119.223032314165 35.7759290628232, -119.214134219457 35.775930823421, -119.214089387861 35.7831275431293, -119.219495351049 35.7831543660811, -119.219509490285 35.7825507954464, -119.220847958232 35.7825379145916, -119.220856200746 35.7831432489599, -119.223022642255 35.783137575306))",2022-08-01 20:03:29+00:00,Almonds,Home_Ranch_2,,2021,NA,"{'ft': {'row': 21, 'tree': 18}, 'm': {'row': 6.4007997951744064, 'tree': 5.486399824435206}}",6.4007997951744064,5.486399824435206,21.0,18.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwLgp4Dm3zRQSrdHxW-,-N-2BHzMCP5tjXmtp7p-,Swanson_3,-Mzna92-NYaXXGVHnIL_,155.31521555553311,150.6373954178628,"POLYGON((-119.267408908394 35.7541175000619, -119.27622162423 35.7540631070648, -119.276176231224 35.7467976596953, -119.267374665651 35.7468832669943, -119.267387813155 35.7501729205622, -119.269193989526 35.750223655373, -119.269235218527 35.7509440326077, -119.26738334357 35.7509632917446, -119.267408908394 35.7541175000619))",2022-08-01 20:03:29+00:00,Almonds,Swanson_3,,2018,NA,"{'ft': {'row': 21, 'tree': 18}, 'm': {'row': 6.4007997951744064, 'tree': 5.486399824435206}}",6.4007997951744064,5.486399824435206,21.0,18.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwLgp4Dm3zRQSrdHxW-,-N-2BHzN6gOirIjomHUI,Swanson_2,-Mzna92-NYaXXGVHnIL_,162.3390990665147,153.40682120577384,"POLYGON((-119.267420025386 35.7468382376847, -119.25843047236 35.746801325411, -119.258448781899 35.7540973179097, -119.267422426176 35.7540884892066, -119.267420025386 35.7468382376847))",2022-08-01 20:03:29+00:00,Almonds,Swanson_2,,2018,NA,"{'ft': {'row': 21, 'tree': 18}, 'm': {'row': 6.4007997951744064, 'tree': 5.486399824435206}}",6.4007997951744064,5.486399824435206,21.0,18.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwLgp4Dm3zRQSrdHxW-,-N-2BHzN6gOirIjomHUJ,Swanson_1,-Mzna92-NYaXXGVHnIL_,160.83075003945092,150.28160969921308,"POLYGON((-119.267419330463 35.7540819871822, -119.258431970746 35.7540953008814, -119.258554032633 35.7613397992855, -119.267390059662 35.7613629671046, -119.267419330463 35.7540819871822))",2022-08-01 20:03:29+00:00,Almonds,Swanson_1,,2018,NA,"{'ft': {'row': 21, 'tree': 18}, 'm': {'row': 6.4007997951744064, 'tree': 5.486399824435206}}",6.4007997951744064,5.486399824435206,21.0,18.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjg4,W9,-MuPyKFbr2Elnc9b_5Rr,6.930529010897472,5.397173401509237,"POLYGON((-119.554854617673 36.3344861194023, -119.554845939298 36.3330784591376, -119.555603088331 36.332130080069, -119.555589230389 36.331925740068, -119.553929990113 36.3319496201406, -119.553913823337 36.3340867394597, -119.554146901781 36.3344616992092, -119.554854617673 36.3344861194023))",2022-08-01 20:03:29+00:00,Almonds,W9,,2014,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjg5,W8,-MuPyKFbr2Elnc9b_5Rr,8.044589106605418,6.224223318807792,"POLYGON((-119.55612261556 36.3351482183012, -119.556149838593 36.331858395303, -119.55607497748 36.3317475541511, -119.555552429358 36.3323651574319, -119.555064934152 36.3330107171198, -119.555096937483 36.3354986732977, -119.555883756425 36.3354840367517, -119.55587 36.33516, -119.55612261556 36.3351482183012))",2022-08-01 20:03:29+00:00,Almonds,W8,,2014,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjg6,W7,-MuPyKFbr2Elnc9b_5Rr,12.759668536659353,10.374046000352696,"POLYGON((-119.560733287614 36.3318087604882, -119.560734857136 36.3287499414383, -119.559038448182 36.3287486303875, -119.559047912348 36.3318077090963, -119.560733287614 36.3318087604882))",2022-08-01 20:03:29+00:00,Almonds,W7,,2014,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjg7,W10,-MuPyKFbr2Elnc9b_5Rr,16.664861482888494,13.330817681803884,"POLYGON((-119.555658711604 36.3319088425522, -119.55611 36.33152, -119.55611 36.3288, -119.55402 36.3288, -119.553910102391 36.3288198507323, -119.55391386519 36.3319213055266, -119.555658711604 36.3319088425522))",2022-08-01 20:03:29+00:00,Almonds,W10,,2014,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjg8,R4,-MuPyKFbr2Elnc9b_5Rr,21.2337410209454,17.388292416423226,"POLYGON((-119.5503 36.34273, -119.5503 36.33989, -119.550162273602 36.3397810868117, -119.54723 36.34028, -119.547093194977 36.3403360033359, -119.547135968172 36.34271, -119.54724 36.34274, -119.5503 36.34273))",2022-08-01 20:03:29+00:00,Almonds,R4,,2015,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjg9,R3,-MuPyKFbr2Elnc9b_5Rr,34.511261779166865,28.506518141521283,"POLYGON((-119.554602603291 36.3427469429086, -119.554559240354 36.339125965655, -119.550341859632 36.3397654611875, -119.550340231802 36.3427413983921, -119.554602603291 36.3427469429086))",2022-08-01 20:03:29+00:00,Almonds,R3,,2015,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjgA,R2,-MuPyKFbr2Elnc9b_5Rr,9.391866130588499,8.440997184630026,"POLYGON((-119.556064141438 36.3386815982541, -119.556084650455 36.3355724623954, -119.556014650455 36.3355624623954, -119.555794650455 36.3355524623954, -119.555517269501 36.3355752477176, -119.555469189463 36.3356016440821, -119.555408324721 36.3356030835516, -119.555320932116 36.3355426275523, -119.555110932116 36.3355426275523, -119.555020932116 36.3355926275523, -119.554907547829 36.3357685569548, -119.554911066579 36.3386793850653, -119.554982629307 36.3387751196346, -119.555202629307 36.3388951196346, -119.555452629307 36.3389151196346, -119.555864729309 36.338831509453, -119.556064141438 36.3386815982541))",2022-08-01 20:03:29+00:00,Almonds,R2,,2014,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MuPx-FHifJm6TaGMunf,-MueT9RMPUkX9cyGAjgB,R1,-MuPyKFbr2Elnc9b_5Rr,3.7078325213500443,2.712680423733917,"POLYGON((-119.556065583247 36.3403550795225, -119.556064257831 36.3389084662467, -119.55532203514 36.3389815046337, -119.55514946706 36.3390394252157, -119.555078316264 36.3392348234787, -119.554997874095 36.3394917702483, -119.554861751299 36.3400099500918, -119.554882845759 36.3403194708279, -119.556065583247 36.3403550795225))",2022-08-01 20:03:29+00:00,Almonds,R1,,2017,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Independence,Almonds,8916ee64de0bcdb973f81b0fed3492497b4bd33c8c91f9599b49ebd14a3a4077,California
-MvmdcsY2oag7Z7DXzsW,-MvnXdzsiAJFYrsYoBSJ,1,-MvmdrEw2wyWShUeapbo,134.72837609503893,132.75326472966123,"POLYGON((-120.173130879991 36.5965087775805, -120.169822641395 36.5965768350534, -120.169828768472 36.596637084518, -120.16924003344 36.5966340990103, -120.169274883268 36.6036132274299, -120.178615951502 36.6034140506179, -120.178590332638 36.6003296155047, -120.173130879991 36.5965087775805))",2022-08-01 20:03:29+00:00,Almonds,1,,2015,NA,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-MwM4yK7ECNJnGGCLdvT,-MzU7QnZu1FOcEzoAzDG,41,-MzU7ON-Y6hvpckj1q_I,77.05810620635711,74.62182033702909,"POLYGON((-119.893834247018 36.9429960762053, -119.889551215086 36.9429889017914, -119.889473479056 36.9502978199384, -119.893826103689 36.9502723221268, -119.893834247018 36.9429960762053))",2022-08-01 20:03:29+00:00,Almonds,41,,2015,Hansen,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MwM4yK7ECNJnGGCLdvT,-MzU7QnZu1FOcEzoAzDH,39,-MzU7ON-Y6hvpckj1q_I,63.13624083379696,62.25123719795146,"POLYGON((-119.889485717474 36.9502622624281, -119.889525156034 36.9430004462512, -119.885044788432 36.9430176703258, -119.885010401098 36.9483979237773, -119.888635485286 36.9484154477201, -119.888621714867 36.9502673361093, -119.889485717474 36.9502622624281))",2022-08-01 20:03:29+00:00,Almonds,39,,2015,Hansen,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MwM4yK7ECNJnGGCLdvT,-MzU7QnZu1FOcEzoAzDI,37,-MzU7ON-Y6hvpckj1q_I,39.58637137016566,38.46361661777699,"POLYGON((-119.885033360288 36.9448606305498, -119.880420929653 36.9448520915252, -119.880464791658 36.9484160294348, -119.884977621004 36.9483873242794, -119.885033360288 36.9448606305498))",2022-08-01 20:03:29+00:00,Almonds,37,,2015,Hansen,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MwM4yK7ECNJnGGCLdvT,-MzU7QnZu1FOcEzoAzDJ,45,-MzU7ON-Y6hvpckj1q_I,98.95414467738239,77.76080486918505,"POLYGON((-119.857967015693 36.9320431588376, -119.857751089226 36.9319316931792, -119.857410763869 36.9319823583179, -119.857409141459 36.9321575367948, -119.857332628931 36.9322044667329, -119.857223500255 36.9321554897996, -119.857127836077 36.9320196929984, -119.849981709884 36.9332369344488, -119.84998647851 36.9376270894166, -119.85796877212 36.9376308467704, -119.857967015693 36.9320431588376))",2022-08-01 20:03:29+00:00,Almonds,45,,2013,Hansen,"{'ft': {'row': 22, 'tree': 15}, 'm': {'row': 6.705599785420807, 'tree': 4.5719998536960045}}",6.705599785420807,4.5719998536960045,22.0,15.0,Nonpareil,Almonds,cda605bc5b4f8e7abdeceed747bb58a98588e7aced172b7b58fc438e7400af42,California
-MzU47KH1kbp48ONfg3W,-MzU7E2NZkrhJf0iDdeq,10,-MzU6oKUsHVqcPFEQSNI,39.929793106995966,29.5486213968661,"POLYGON((-119.663375014538 36.4670119137514, -119.658920966099 36.4670350198367, -119.65893579397 36.470677049428, -119.663378962906 36.4706597654506, -119.663375014538 36.4670119137514))",2022-08-01 20:03:29+00:00,Almonds,10,,2016,Viking,"{'ft': {'row': 23, 'tree': 15}, 'm': {'row': 7.010399775667207, 'tree': 4.5719998536960045}}",7.010399775667207,4.5719998536960045,23.0,15.0,Independence,Almonds,48bdb37df7722d40e04466a76f20b67fe2db18fc58a304e1077b632515d2566f,California
-MzAnuzFjRjtDB1cPGRs,-MzAoKGEaUja7ssvRbZF,GLF24,-MzAoIZ4M5PK9D-jzrrc,162.2391034970588,150.28366257171655,"POLYGON((-118.94419112675 35.0607874041868, -118.944236354994 35.053642872059, -118.935327256698 35.0525932522966, -118.93527826614 35.0599657316848, -118.94419112675 35.0607874041868))",2022-08-01 20:03:29+00:00,Almonds,GLF24,,2006,NA,"{'ft': {'row': 24, 'tree': 15}, 'm': {'row': 7.315199765913608, 'tree': 4.5719998536960045}}",7.315199765913608,4.5719998536960045,24.0,15.0,Nonpareil,Almonds,f0c0093f7e897c294c26209a417ce811679fec2a2510bcd073d9922a8747b1b4,California
-LaFUzKBVySSbsHxvOvd,-LaKt72OrrP8tXkq7mXt,F103_104,-LaKt72ATN1BXeJWTWR_,70.1165711981901,,"POLYGON((-120.482234132911 36.9273792584428, -120.482255853326 36.9271614410883, -120.482315584476 36.9269183545074, -120.482331874787 36.9265276780171, -120.48249477791 36.9261066133485, -120.482369885514 36.9258461598078, -120.482234132911 36.9258157734938, -120.481973487911 36.9257897280815, -120.481653111769 36.9257072508839, -120.481435907607 36.9254815233495, -120.481376176458 36.9252450040212, -120.48139789688 36.9249454789784, -120.481794294476 36.924098988829, -120.481924616974 36.922947254088, -120.48181601489 36.9228126809548, -120.481577090312 36.9227996577369, -120.481213273332 36.9227302005367, -120.481061230427 36.9226737665235, -120.48096348855 36.9221528350982, -120.480849456362 36.9219401204075, -120.480702843562 36.9216429572035, -120.480811445646 36.9213347356977, -120.480827735958 36.9210612423409, -120.480811445646 36.9208745717162, -120.480985208977 36.9204404521954, -120.481104671269 36.9198426729944, -120.481082950853 36.9197211181388, -120.480903757412 36.9194389364664, -120.480760547938 36.9193024908872, -120.480617258892 36.919256469408, -120.48024607444 36.9192537639158, -120.48016968141 36.919255603015, -120.480075905858 36.9192546195477, -120.480006603719 36.9192510661534, -120.479966787694 36.9192518310954, -120.479880674704 36.9192528322496, -120.479638474465 36.919251136254, -120.479561239406 36.9192520997146, -120.479394034129 36.9192457193277, -120.479261341889 36.9192436870651, -120.479021870013 36.9192502389133, -120.478846700657 36.9192463343072, -120.478720610064 36.9192514980977, -120.478424274543 36.9192494597249, -120.478024961165 36.9192497886893, -120.477219757818 36.9192486484738, -120.477123968491 36.9192559709414, -120.477370136849 36.9195097729966, -120.477462185861 36.9200267298218, -120.477580203061 36.920787982239, -120.477654297782 36.9213748110432, -120.478220911846 36.9249591226015, -120.478504634828 36.9270631122886, -120.478525986012 36.9273529022115, -120.482148222367 36.9273844027202, -120.482234132911 36.9273792584428))",2022-08-01 20:03:29+00:00,Almonds,,,,,,,,,,Nonpareil,Almonds,01f2cab55c3d9bde2f296b378ff4a04eed6bf573cf386f00cec5d7e8f5233592,California
-LaFUzKBVySSbsHxvOvd,-M0T5hxUZikSjRkTXiz8,Almonds1,-LaKt72ATN1BXeJWTWR_,64.42038142696853,,"POLYGON((-120.478602512251 36.927333299385, -120.478460843469 36.9261802879826, -120.47823880988 36.9248822149221, -120.478053193115 36.923520019369, -120.477941449875 36.9228565952654, -120.477558165115 36.9202070191562, -120.477444808835 36.9195309227684, -120.477129059708 36.919267803138, -120.475180418871 36.9192694356277, -120.475045124373 36.9194709879243, -120.475851946255 36.920453199358, -120.474195516479 36.9242157828058, -120.474139274086 36.927335649701, -120.478517101621 36.9273316659121, -120.478602512251 36.927333299385))",2022-08-01 20:03:29+00:00,Almonds,,,,,,,,,,Nonpareil,Almonds,01f2cab55c3d9bde2f296b378ff4a04eed6bf573cf386f00cec5d7e8f5233592,California
